"id","numero_individu","permis","date_debut","date_fin"
2403,"20251024003077","C","2015-12-30",NULL
2404,"20251024003078","B","2020-07-26",NULL
2405,"20251024003080","B","2021-08-24",NULL
2406,"20251024003081","B","2014-11-25",NULL
2407,"20251024003083","B","2010-07-11",NULL
2408,"20251024003084","C","2022-05-02",NULL
2409,"20251024003085","B","2021-10-04",NULL
2410,"20251024003088","G","2024-05-17",NULL
2411,"20251024003089","B","1994-01-01",NULL
2412,"20251024003090","B","1978-10-13",NULL
2413,"20251024003092","C","2011-11-09",NULL
2414,"20251024003094","B","2005-01-03",NULL
2415,"20251024003096","C","2019-05-21",NULL
2416,"20251024003097","G","2013-12-28",NULL
2417,"20251024003098","C","1960-06-08",NULL
2418,"20251024003099","C","2023-06-30",NULL
2419,"20251024003100","L","1959-04-27",NULL
2420,"20251024003102","L","2014-10-30",NULL
2421,"20251024003103","B","2023-08-27",NULL
2422,"20251024003104","G","1980-01-22",NULL
2423,"20251024003105","B","1968-12-30",NULL
2424,"20251024003106","C","2014-12-14",NULL
2425,"20251024003107","B","1947-04-01",NULL
2426,"20251024003108","B","2010-10-24","2015-04-01"
2427,"20251024003108","C","2015-04-02",NULL
2428,"20251024003109","C","2022-07-13",NULL
2429,"20251024003111","C","2017-08-31",NULL
2430,"20251024003112","B","2020-08-20",NULL
2431,"20251024003113","C","2011-02-21",NULL
2432,"20251024003114","G","1990-11-30",NULL
2433,"20251024003116","B","2020-03-26",NULL
2434,"20251024003117","F","2000-11-18",NULL
2435,"20251024003118","C","1988-08-07",NULL
2436,"20251024003119","B","1983-04-11",NULL
2437,"20251024003122","S","1963-07-15",NULL
2438,"20251024003123","G","1970-03-08",NULL
2439,"20251024003124","C","1993-03-09",NULL
2440,"20251024003125","B","2024-08-18",NULL
2441,"20251024003126","B","2021-04-10",NULL
2442,"20251024003127","B","1995-11-15",NULL
2443,"20251024003129","C","2020-02-11",NULL
2444,"20251024003130","B","2018-11-17",NULL
2445,"20251024003131","G","2024-07-27",NULL
2446,"20251024003132","C","2017-03-16",NULL
2447,"20251024003134","B","2024-11-20",NULL
2448,"20251024003135","B","2012-06-13",NULL
2449,"20251024003136","G","2024-09-12",NULL
2450,"20251024003137","B","2015-12-23",NULL
2451,"20251024003138","C","2008-08-21",NULL
2452,"20251024003139","C","2003-03-08",NULL
2453,"20251024003140","L","1989-05-22",NULL
2454,"20251024003141","B","1980-12-02",NULL
2455,"20251024003143","B","2004-12-18",NULL
2456,"20251024003144","C","2006-09-15",NULL
2457,"20251024003145","C","1974-02-11",NULL
2458,"20251024003147","G","2015-02-22",NULL
2459,"20251024003148","C","2004-07-03",NULL
2460,"20251024003150","G","2012-04-10",NULL
2461,"20251024003151","C","1995-10-22",NULL
2462,"20251024003152","B","1993-04-10",NULL
2463,"20251024003153","B","2002-03-22",NULL
2464,"20251024003154","S","2023-06-06",NULL
2465,"20251024003155","G","2004-04-28",NULL
2466,"20251024003157","B","2004-04-17",NULL
2467,"20251024003159","C","1980-12-27",NULL
2468,"20251024003160","C","1986-06-20",NULL
2469,"20251024003161","B","1982-10-25",NULL
2470,"20251024003162","C","2010-12-25",NULL
2471,"20251024003164","B","2006-11-28",NULL
2472,"20251024003165","L","2002-01-30",NULL
2473,"20251024003166","C","1979-09-29",NULL
2474,"20251024003167","B","2024-07-20",NULL
2475,"20251024003168","C","1975-06-29",NULL
2476,"20251024003169","B","2018-03-04",NULL
2477,"20251024003170","C","2017-11-26",NULL
2478,"20251024003173","B","1965-07-16",NULL
2479,"20251024003177","B","2008-03-16",NULL
2480,"20251024003178","L","1999-08-21","2000-08-15"
2481,"20251024003179","B","2019-06-02",NULL
2482,"20251024003180","B","2003-09-28",NULL
2483,"20251024003181","F","1996-02-06",NULL
2484,"20251024003182","C","1966-01-23",NULL
2485,"20251024003183","B","2015-10-02",NULL
2486,"20251024003184","G","2002-04-02",NULL
2487,"20251024003186","C","2012-03-15",NULL
2488,"20251024003190","B","2012-10-27",NULL
2489,"20251024003191","C","2018-04-01",NULL
2490,"20251024003193","G","1962-01-24",NULL
2491,"20251024003195","B","2022-10-22",NULL
2492,"20251024003196","L","1982-01-17",NULL
2493,"20251024003197","B","1995-05-16",NULL
2494,"20251024003198","L","1979-12-28",NULL
2495,"20251024003200","S","2018-09-26",NULL
2496,"20251024003201","G","2012-07-08",NULL
2497,"20251024003202","C","2009-03-16",NULL
2498,"20251024003203","G","2006-12-26",NULL
2499,"20251024003204","B","2011-11-13","2016-01-21"
2500,"20251024003204","C","2016-01-22",NULL
2501,"20251024003205","B","2023-06-27",NULL
2502,"20251024003208","B","2010-01-14",NULL
2503,"20251024003209","F","2011-07-26",NULL
2504,"20251024003210","B","2011-04-18",NULL
2505,"20251024003211","B","2021-03-25","2024-12-28"
2506,"20251024003212","L","2000-12-17",NULL
2507,"20251024003214","B","2001-12-25",NULL
2508,"20251024003215","B","2024-01-30",NULL
2509,"20251024003216","L","2014-09-08",NULL
2510,"20251024003219","B","1996-12-12",NULL
2511,"20251024003220","F","2018-06-17",NULL
2512,"20251024003221","G","2003-07-21",NULL
2513,"20251024003223","C","2024-11-28",NULL
2514,"20251024003225","L","2024-10-19",NULL
2515,"20251024003226","C","1991-05-19",NULL
2516,"20251024003227","B","2022-08-08",NULL
2517,"20251024003229","S","2000-09-29",NULL
2518,"20251024003230","B","1997-12-17",NULL
2519,"20251024003231","C","2022-07-24",NULL
2520,"20251024003232","B","2008-02-04",NULL
2521,"20251024003233","B","2023-06-30",NULL
2522,"20251024003234","C","2012-02-04",NULL
2523,"20251024003235","B","1972-09-10",NULL
2524,"20251024003236","B","2004-10-29",NULL
2525,"20251024003237","B","1991-11-10",NULL
2526,"20251024003238","G","1982-04-10",NULL
2527,"20251024003239","C","2021-10-14",NULL
2528,"20251024003240","L","2019-12-01",NULL
2529,"20251024003241","C","1943-08-13",NULL
2530,"20251024003243","B","2009-06-24",NULL
2531,"20251024003244","C","2024-10-01",NULL
2532,"20251024003246","C","2020-09-18",NULL
2533,"20251024003250","B","2019-10-25",NULL
2534,"20251024003251","B","2009-12-12",NULL
2535,"20251024003255","B","1997-12-14",NULL
2536,"20251024003256","B","1986-12-21",NULL
2537,"20251024003257","C","2024-12-12",NULL
2538,"20251024003259","C","1972-09-01",NULL
2539,"20251024003260","C","1998-08-15",NULL
2540,"20251024003263","B","2022-08-30",NULL
2541,"20251024003265","C","1962-06-23",NULL
2542,"20251024003266","C","1997-03-04",NULL
2543,"20251024003268","C","2022-11-11",NULL
2544,"20251024003269","B","2021-03-04",NULL
2545,"20251024003270","B","2021-07-26",NULL
2546,"20251024003271","B","1960-12-16",NULL
2547,"20251024003273","B","2006-03-08",NULL
2548,"20251024003274","G","2008-04-29",NULL
2549,"20251024003275","B","2004-03-25",NULL
2550,"20251024003276","B","2010-08-27",NULL
2551,"20251024003277","B","1969-05-28",NULL
2552,"20251024003279","F","2023-09-11",NULL
2553,"20251024003280","L","1995-02-19",NULL
2554,"20251024003281","L","2015-03-23",NULL
2555,"20251024003282","B","2009-06-05",NULL
2556,"20251024003283","G","2020-07-16",NULL
2557,"20251024003284","C","2009-09-09",NULL
2558,"20251024003285","B","2017-06-21",NULL
2559,"20251024003286","B","2017-12-23",NULL
2560,"20251024003287","G","2024-08-15",NULL
2561,"20251024003288","C","2020-06-03",NULL
2562,"20251024003289","C","2012-07-09",NULL
2563,"20251024003291","C","2003-05-24",NULL
2564,"20251024003292","L","1989-06-04",NULL
2565,"20251024003293","C","1974-03-09",NULL
2566,"20251024003294","C","2007-01-22",NULL
2567,"20251024003295","B","2012-09-16",NULL
2568,"20251024003297","C","2014-10-28",NULL
2569,"20251024003298","B","2008-05-19",NULL
2570,"20251024003299","C","2016-07-17",NULL
2571,"20251024003300","B","1997-07-17","2002-06-21"
2572,"20251024003300","C","2002-06-22",NULL
2573,"20251024003301","B","2019-08-24",NULL
2574,"20251024003303","G","2006-12-20",NULL
2575,"20251024003305","G","2024-02-13",NULL
2576,"20251024003306","B","1953-03-02",NULL
2577,"20251024003307","C","1991-12-18",NULL
2578,"20251024003308","F","2000-04-23",NULL
2579,"20251024003309","B","2008-09-19",NULL
2580,"20251024003311","B","2012-09-11",NULL
2581,"20251024003312","F","1997-12-18",NULL
2582,"20251024003313","B","2019-12-08",NULL
2583,"20251024003314","C","1995-03-29",NULL
2584,"20251024003315","N","1964-01-01",NULL
2585,"20251024003319","L","2001-08-06",NULL
2586,"20251024003322","C","1999-12-14",NULL
2587,"20251024003323","B","1946-12-27",NULL
2588,"20251024003324","C","2008-07-05",NULL
2589,"20251024003325","F","2010-09-11",NULL
2590,"20251024003327","G","2006-02-12",NULL
2591,"20251024003329","B","2005-06-29",NULL
2592,"20251024003330","F","2014-11-11",NULL
2593,"20251024003331","C","2006-09-16",NULL
2594,"20251024003332","C","1943-05-15",NULL
2595,"20251024003333","B","2007-02-19",NULL
2596,"20251024003334","G","1986-12-06",NULL
2597,"20251024003335","C","1971-05-18",NULL
2598,"20251024003336","B","2020-08-11",NULL
2599,"20251024003339","C","2021-08-22",NULL
2600,"20251024003340","C","2024-11-26",NULL
2601,"20251024003341","G","2016-08-03","2017-07-29"
2602,"20251024003343","B","2017-05-28",NULL
2603,"20251024003345","C","2018-01-14",NULL
2604,"20251024003346","B","2011-12-07",NULL
2605,"20251024003347","L","2024-07-22",NULL
2606,"20251024003348","B","2024-12-31",NULL
2607,"20251024003350","B","2000-04-17",NULL
2608,"20251024003351","C","2012-05-11",NULL
2609,"20251024003352","B","1993-05-11",NULL
2610,"20251024003354","C","1990-08-04",NULL
2611,"20251024003356","C","1997-11-05",NULL
2612,"20251024003358","F","2009-01-10",NULL
2613,"20251024003359","S","1984-05-18",NULL
2614,"20251024003360","C","1990-04-07",NULL
2615,"20251024003362","C","2013-05-16",NULL
2616,"20251024003363","C","1987-02-14",NULL
2617,"20251024003364","B","1976-08-09","1980-07-19"
2618,"20251024003366","C","1994-06-11",NULL
2619,"20251024003367","C","1977-09-06",NULL
2620,"20251024003368","B","2004-06-08","2008-05-18"
2621,"20251024003369","B","2006-06-14",NULL
2622,"20251024003370","L","1974-02-28",NULL
2623,"20251024003372","B","2017-09-05",NULL
2624,"20251024003373","B","2022-10-20",NULL
2625,"20251024003374","B","2012-06-27","2016-10-04"
2626,"20251024003375","B","2017-12-29",NULL
2627,"20251024003377","C","1998-03-13",NULL
2628,"20251024003378","B","1982-11-29",NULL
2629,"20251024003379","B","1973-05-24","1977-10-30"
2630,"20251024003379","C","1977-10-31",NULL
2631,"20251024003380","B","1979-12-16","1984-10-20"
2632,"20251024003380","C","1984-10-21",NULL
2633,"20251024003383","L","2017-04-28",NULL
2634,"20251024003384","B","2016-12-28","2021-04-06"
2635,"20251024003384","C","2021-04-07",NULL
2636,"20251024003385","C","2023-03-13",NULL
2637,"20251024003386","B","1957-04-27",NULL
2638,"20251024003387","G","2009-05-02",NULL
2639,"20251024003388","F","2023-12-11",NULL
2640,"20251024003389","B","1994-11-15",NULL
2641,"20251024003390","F","2013-08-28","2015-11-16"
2642,"20251024003390","C","2015-11-17",NULL
2643,"20251024003394","B","2024-03-14",NULL
2644,"20251024003395","B","2002-09-19",NULL
2645,"20251024003396","B","1986-08-12",NULL
2646,"20251024003397","G","2017-10-05",NULL
2647,"20251024003399","F","2022-04-22",NULL
2648,"20251024003400","B","1979-06-21","1984-01-26"
2649,"20251024003400","C","1984-01-27",NULL
2650,"20251024003401","C","2008-08-30",NULL
2651,"20251024003402","C","2023-05-29",NULL
2652,"20251024003403","B","2021-11-14",NULL
2653,"20251024003405","B","2012-12-16",NULL
2654,"20251024003407","B","1977-08-29",NULL
2655,"20251024003408","S","2024-10-02",NULL
2656,"20251024003410","C","2005-11-17",NULL
2657,"20251024003411","C","1998-12-18",NULL
2658,"20251024003413","C","1991-06-21",NULL
2659,"20251024003414","C","2017-04-24",NULL
2660,"20251024003415","C","2012-12-19",NULL
2661,"20251024003417","G","1965-10-27",NULL
2662,"20251024003418","C","2020-08-22",NULL
2663,"20251024003419","L","2017-02-21",NULL
2664,"20251024003422","B","2017-09-01",NULL
2665,"20251024003423","B","1994-07-17",NULL
2666,"20251024003424","B","2013-10-30",NULL
2667,"20251024003426","C","1960-07-09",NULL
2668,"20251024003427","C","2018-05-11",NULL
2669,"20251024003429","C","2004-09-18",NULL
2670,"20251024003430","C","2002-07-14",NULL
2671,"20251024003431","S","2001-07-17",NULL
2672,"20251024003432","G","1975-07-26",NULL
2673,"20251024003433","B","1975-11-08","1980-02-15"
2674,"20251024003433","C","1980-02-16",NULL
2675,"20251024003434","B","1970-08-21",NULL
2676,"20251024003436","N","2004-10-01",NULL
2677,"20251024003437","C","2013-12-16",NULL
2678,"20251024003439","L","2005-10-05",NULL
2679,"20251024003440","B","2022-12-02",NULL
2680,"20251024003441","C","1968-06-11",NULL
2681,"20251024003442","G","2020-08-29",NULL
2682,"20251024003443","N","2013-04-04",NULL
2683,"20251024003445","S","1973-07-16",NULL
2684,"20251024003446","F","2005-05-16",NULL
2685,"20251024003447","C","1976-06-28",NULL
2686,"20251024003448","C","2008-11-24",NULL
2687,"20251024003449","C","2007-03-23",NULL
2688,"20251024003450","B","2002-12-04",NULL
2689,"20251024003451","C","1994-05-31",NULL
2690,"20251024003452","C","2020-07-27",NULL
2691,"20251024003454","F","2020-02-12",NULL
2692,"20251024003455","C","1988-02-21",NULL
2693,"20251024003456","C","2011-02-12",NULL
2694,"20251024003458","B","1970-11-16",NULL
2695,"20251024003459","C","2008-11-29",NULL
2696,"20251024003460","C","1989-08-15",NULL
2697,"20251024003461","C","2023-03-23",NULL
2698,"20251024003462","B","1990-06-26",NULL
2699,"20251024003463","L","2017-06-23",NULL
2700,"20251024003465","B","2011-01-14",NULL
2701,"20251024003469","L","1978-03-08",NULL
2702,"20251024003470","F","2010-02-12","2012-04-02"
2703,"20251024003471","B","2024-08-27",NULL
2704,"20251024003472","L","2019-12-22",NULL
2705,"20251024003474","G","1997-08-26",NULL
2706,"20251024003475","C","2005-06-02",NULL
2707,"20251024003476","N","2023-04-24",NULL
2708,"20251024003478","B","1979-12-26",NULL
2709,"20251024003479","B","2006-12-17","2011-01-25"
2710,"20251024003479","C","2011-01-26",NULL
2711,"20251024003480","B","2019-08-26",NULL
2712,"20251024003481","B","2000-02-04",NULL
2713,"20251024003482","N","2004-05-19",NULL
2714,"20251024003483","B","2011-08-24",NULL
2715,"20251024003484","C","2019-01-31",NULL
2716,"20251024003486","C","2020-03-06",NULL
2717,"20251024003487","B","2024-09-21",NULL
2718,"20251024003488","C","1996-06-17",NULL
2719,"20251024003489","N","1998-05-19",NULL
2720,"20251024003492","B","2015-06-22","2019-07-31"
2721,"20251024003492","C","2019-08-01",NULL
2722,"20251024003493","B","1971-04-11","1975-09-17"
2723,"20251024003493","C","1975-09-18",NULL
2724,"20251024003494","C","2024-07-22",NULL
2725,"20251024003495","L","2021-01-01",NULL
2726,"20251024003496","B","2017-02-16",NULL
2727,"20251024003498","C","2023-02-13",NULL
2728,"20251024003501","C","2000-08-25",NULL
2729,"20251024003502","B","2002-07-30",NULL
2730,"20251024003503","S","1989-08-09",NULL
2731,"20251024003506","C","2024-08-14",NULL
2732,"20251024003507","C","2017-11-09",NULL
2733,"20251024003508","B","2023-05-16",NULL
2734,"20251024003509","B","2003-11-09",NULL
2735,"20251024003510","C","2005-09-16",NULL
2736,"20251024003511","C","2018-01-08",NULL
2737,"20251024003512","L","1964-05-07",NULL
2738,"20251024003513","L","2015-05-29",NULL
2739,"20251024003514","B","2008-04-03",NULL
2740,"20251024003515","G","2006-05-17",NULL
2741,"20251024003516","B","2005-02-10",NULL
2742,"20251024003517","C","2020-09-03",NULL
2743,"20251024003518","C","1978-06-22",NULL
2744,"20251024003519","L","2015-07-28",NULL
2745,"20251024003521","B","2017-03-15",NULL
2746,"20251024003522","L","1972-04-04",NULL
2747,"20251024003523","B","2009-11-17",NULL
2748,"20251024003525","G","2023-03-21",NULL
2749,"20251024003527","C","1959-06-09",NULL
2750,"20251024003528","B","2023-02-24",NULL
2751,"20251024003529","B","2001-04-01","2005-06-09"
2752,"20251024003530","B","2023-09-19",NULL
2753,"20251024003531","F","2012-10-07",NULL
2754,"20251024003532","C","2023-01-01",NULL
2755,"20251024003534","L","2009-12-24",NULL
2756,"20251024003535","C","2015-09-01",NULL
2757,"20251024003537","B","2002-06-11","2007-04-16"
2758,"20251024003537","C","2007-04-17",NULL
2759,"20251024003538","B","2024-09-09",NULL
2760,"20251024003539","B","2023-11-29",NULL
2761,"20251024003540","B","2021-11-25",NULL
2762,"20251024003542","C","1996-06-24",NULL
2763,"20251024003543","C","1995-07-11",NULL
2764,"20251024003544","B","1989-03-15",NULL
2765,"20251024003546","B","2007-07-12",NULL
2766,"20251024003547","L","1999-03-07",NULL
2767,"20251024003548","B","2023-09-01",NULL
2768,"20251024003549","B","2018-12-02","2022-12-11"
2769,"20251024003549","C","2022-12-12",NULL
2770,"20251024003550","B","1991-10-17",NULL
2771,"20251024003551","L","1951-02-09",NULL
2772,"20251024003553","C","2010-07-28",NULL
2773,"20251024003554","L","2019-03-31",NULL
2774,"20251024003555","B","1976-10-10",NULL
2775,"20251024003556","G","2013-04-19",NULL
2776,"20251024003557","B","2024-11-09",NULL
2777,"20251024003558","B","2018-07-21",NULL
2778,"20251024003559","B","2016-05-19","2020-07-27"
2779,"20251024003559","C","2020-07-28",NULL
2780,"20251024003560","B","1964-10-17",NULL
2781,"20251024003562","B","1974-10-16",NULL
2782,"20251024003563","C","2014-10-27",NULL
2783,"20251024003564","N","2021-12-05",NULL
2784,"20251024003565","C","2013-04-02",NULL
2785,"20251024003567","B","2023-11-11",NULL
2786,"20251024003568","C","1994-08-08",NULL
2787,"20251024003569","C","2001-04-14",NULL
2788,"20251024003570","S","2015-09-01",NULL
2789,"20251024003571","G","2013-02-23",NULL
2790,"20251024003572","B","2022-05-24",NULL
2791,"20251024003573","B","1980-04-01",NULL
2792,"20251024003574","C","1988-12-13",NULL
2793,"20251024003575","C","2019-06-12",NULL
2794,"20251024003576","C","2002-03-01",NULL
2795,"20251024003579","C","1972-07-30",NULL
2796,"20251024003580","C","2022-07-05",NULL
2797,"20251024003581","C","2010-09-29",NULL
2798,"20251024003583","B","2016-01-20",NULL
2799,"20251024003584","B","2023-03-15",NULL
2800,"20251024003586","B","2019-04-24",NULL
2801,"20251024003587","L","1990-02-13","1990-10-11"
2802,"20251024003587","G","1990-10-12",NULL
2803,"20251024003588","B","2006-02-14",NULL
2804,"20251024003590","C","2017-08-22",NULL
2805,"20251024003591","B","2015-11-15",NULL
2806,"20251024003592","F","1992-04-10",NULL
2807,"20251024003593","C","2016-03-13",NULL
2808,"20251024003594","C","2011-11-05",NULL
2809,"20251024003596","C","2023-06-15",NULL
2810,"20251024003597","C","2024-05-06",NULL
2811,"20251024003598","B","1963-02-05",NULL
2812,"20251024003599","B","1989-12-22",NULL
2813,"20251024003600","C","2014-06-27",NULL
